order_id,customer_id,order_date,status,shipping_country,shipping_city,shipping_address,shipped_date,delivered_date
3897,591,2026-05-23T04:40:02,pending,Países Bajos,North Joestad,"Rotonda Pisacane, 24",,
3898,595,2026-02-06T23:19:53,delivered,España,Doues,Studio 83 Tina Village,2026-02-07,2026-02-14
3899,42,2024-10-08T04:49:20,delivered,España,Woodburgh,"134, boulevard Victoire Torres",2024-10-09,2024-10-12
3900,74,2024-05-24T01:41:43,delivered,Alemania,New Jason,"Canale Sgalambro, 27",2024-05-27,2024-05-30
3901,284,2026-02-05T07:56:31,delivered,Francia,Girona,Cuesta Salomé Gilabert 81,2026-02-06,2026-02-12
3902,216,2024-09-01T23:43:59,shipped,España,Mettmann,Schomberstr. 58,2024-09-04,
3903,424,2025-04-04T00:30:03,delivered,España,Manzano,Plaza Sarita Bosch 13,2025-04-05,2025-04-09
3904,148,2025-07-07T16:16:38,delivered,España,West Lorraineshire,Avenida Ciro Huertas 621 Puerta 8,2025-07-08,2025-07-15
3905,378,2025-05-21T04:29:13,cancelled,España,Lleida,"44, avenue de Lacombe",,
3906,388,2025-05-11T14:58:07,delivered,Italia,Breton,chemin de Launay,2025-05-14,2025-05-18
3907,455,2024-12-22T10:00:53,pending,España,Vaneze Di Bondone,Siegried-Kruschwitz-Ring 14-27,,
3908,150,2024-11-22T07:20:17,confirmed,Alemania,Witzenhausen,Pasadizo Modesta Gomez 38,,
3909,362,2024-05-07T14:10:14,shipped,España,Briand,Paseo de Susana Bejarano 76 Piso 9,2024-05-08,
3910,502,2025-11-28T08:50:20,delivered,Portugal,Santo Stefano Quisquina,"892, rue Margot Gaudin",2025-11-30,2025-12-03
3911,259,2024-09-14T01:46:53,delivered,Francia,Monnierdan,Schenkstraße 85-89,2024-09-15,2024-09-20
3912,63,2025-11-15T05:46:28,delivered,España,BenoitVille,Calle de Lupita Reina 423 Piso 3,2025-11-16,2025-11-23
3913,297,2026-05-15T19:05:18,shipped,España,West Jade,Swen-Ortmann-Weg 6-8,2026-05-16,
3914,295,2025-09-14T04:01:12,confirmed,España,Ciudad,"Incrocio Adinolfi, 42 Appartamento 1",,
3915,287,2025-02-05T10:19:11,shipped,Francia,Lake Bretthaven,"992, rue de Gaillard",2025-02-06,
3916,485,2024-07-14T00:30:04,delivered,Alemania,Brettfort,"90, boulevard de Fabre",2024-07-17,2024-07-17
3917,357,2025-11-19T16:32:42,delivered,Francia,Sainte Joséphine,"Incrocio Dionigi, 51",2025-11-21,2025-11-27
3918,206,2026-05-08T16:21:36,shipped,España,Schwäbisch Gmünd,Pasaje de Abraham Machado 267 Apt. 72,2026-05-11,
3919,489,2025-06-28T10:02:05,returned,Alemania,Rothenburg ob der Tauber,"73, rue Laetitia Deschamps",2025-06-30,2025-07-03
3920,226,2025-05-06T17:29:20,delivered,Italia,Burgos,"14, boulevard de Gillet",2025-05-08,2025-05-10
3921,498,2025-11-01T08:32:06,shipped,Francia,Georgebury,66 Long Springs,2025-11-03,
3922,522,2026-03-08T20:05:18,cancelled,España,San Salvo Marina,"Viale Costantino, 34 Piano 1",,
3923,113,2025-06-21T05:16:05,delivered,España,Bagni Di San Filippo,3 Suzanne Prairie,2025-06-23,2025-06-29
3924,261,2024-04-12T19:00:23,cancelled,Alemania,Sainte Arthur,Studio 1 Elaine Freeway,,
3925,279,2026-03-23T03:35:54,delivered,España,Neuruppin,Ladeckallee 65/24,2026-03-26,2026-03-30
3926,414,2025-02-26T11:17:40,shipped,España,Port Russell,Sedat-Wende-Ring 75,2025-02-27,
3927,110,2025-01-03T20:38:58,delivered,Alemania,Laurent,Flat 38 Edwards Pass,2025-01-04,2025-01-08
3928,570,2025-03-09T08:53:40,cancelled,Francia,Moreau,Callejón de Horacio Morell 15 Apt. 91,,
3929,589,2025-10-28T22:20:25,delivered,Italia,Grondin,"70, avenue de Bonneau",2025-10-31,2025-11-01
3930,542,2025-06-21T18:05:47,returned,Francia,ValléeBourg,Flat 4 Burrows Walks,2025-06-22,2025-06-25
3931,336,2025-05-31T00:42:45,pending,España,Gunzenhausen,"Borgo Muti, 49",,
3932,430,2025-06-25T20:09:57,confirmed,Alemania,Parchim,Hänelstr. 794,,
3933,2,2025-09-19T12:25:34,shipped,Alemania,Forchheim,Flat 0 Clifford River,2025-09-21,
3934,112,2024-06-07T06:49:19,delivered,España,Pontey,Flat 38q Ellis Street,2024-06-10,2024-06-12
3935,258,2025-10-24T15:28:05,cancelled,España,Coiano,"Rotonda Antonio, 6",,
3936,205,2024-08-23T09:54:03,delivered,Portugal,Cernobbio,Flat 59 Aaron Well,2024-08-26,2024-08-29
3937,579,2024-10-22T21:54:09,delivered,España,Cabiate,Emmerich-Täsche-Weg 249,2024-10-25,2024-10-27
3938,484,2024-10-04T13:49:57,delivered,Alemania,North Richard,"28, rue de Bègue",2024-10-07,2024-10-08
3939,47,2026-02-08T11:49:21,delivered,Italia,Fontanefredde,Sebastiano-Nohlmans-Weg 87,2026-02-10,2026-02-13
3940,546,2026-03-16T08:46:50,confirmed,Portugal,Sainte Alaindan,"Viale Elmo, 23",,
3941,234,2025-05-11T17:57:18,delivered,España,West Russell,Acceso Toni Diez 572 Piso 0,2025-05-13,2025-05-18
3942,106,2025-12-01T02:46:36,delivered,Francia,Rockenhausen,Matthäiweg 91-36,2025-12-04,2025-12-05
3943,45,2024-02-08T14:57:15,confirmed,Portugal,Centola,Cañada de Rolando Cuevas 7,,
3944,423,2026-02-07T17:00:21,cancelled,España,Clarkefort,Cañada de Fidela Saavedra 32,,
3945,106,2024-12-18T02:38:36,delivered,Francia,East Howard,Flat 78 Lisa Passage,2024-12-21,2024-12-25
3946,227,2025-01-15T04:56:29,delivered,Francia,Guipúzcoa,Karzplatz 88-64,2025-01-18,2025-01-19
3947,100,2025-12-07T13:30:11,shipped,Portugal,Massa Santa Lucia,Holzapfelweg 77,2025-12-08,
3948,419,2026-01-09T00:25:33,delivered,Portugal,Guben,Mohammed-Mielcarek-Weg 1/7,2026-01-10,2026-01-14
3949,461,2025-08-21T21:25:52,delivered,Portugal,Wunsiedel,Clara-Hentschel-Allee 544,2025-08-22,2025-08-24
3950,122,2024-05-11T08:37:05,delivered,Portugal,Renazzo,Cilli-Schaaf-Ring 80/88,2024-05-12,2024-05-16
3951,550,2025-08-26T21:47:03,delivered,Italia,Niesky,570 Davison Key,2025-08-29,2025-09-03
3952,46,2025-09-25T08:46:55,delivered,España,Teruel,"50, avenue Hebert",2025-09-27,2025-10-03
3953,172,2026-05-09T19:41:59,confirmed,España,Salamanca,Karl-Peter-Pohl-Ring 661,,
3954,502,2025-06-22T00:13:53,delivered,Portugal,North Brandon,"90, boulevard Roger",2025-06-23,2025-06-28
3955,103,2026-01-29T12:02:31,returned,Alemania,Segovia,"Via Amleto, 5",2026-01-30,2026-02-05
3956,590,2024-06-19T08:20:58,delivered,Italia,Vizcaya,547 Phillip Causeway,2024-06-21,2024-06-22
3957,366,2025-03-14T12:42:18,delivered,España,Taylorshire,5 Daniel Bridge,2025-03-16,2025-03-21
3958,28,2024-12-23T05:58:54,returned,Alemania,South June,"Viale Toscani, 45",2024-12-26,2024-12-26
3959,22,2024-02-21T20:48:54,delivered,España,Saint Joseph,Flat 8 Francesca Mountain,2024-02-24,2024-02-26
3960,161,2025-05-07T06:15:53,delivered,Francia,Saint Nicolas,"8, chemin Girard",2025-05-08,2025-05-15
3961,201,2024-11-02T06:31:53,delivered,España,Millet-les-Bains,Amalie-Pergande-Weg 19/92,2024-11-03,2024-11-06
3962,472,2026-06-05T10:44:26,shipped,Alemania,Kaiserslautern,Pasadizo Sigfrido Piñol 1,2026-06-06,
3963,232,2025-01-22T16:21:52,delivered,Alemania,Villa Minozzo,Eduard-Wulff-Straße 15,2025-01-25,2025-01-26
3964,210,2026-04-02T04:17:30,delivered,Alemania,Doylehaven,"62, rue de Faivre",2026-04-04,2026-04-10
3965,443,2024-07-25T10:54:28,delivered,Italia,Guadalajara,"Stretto Fischetti, 93 Piano 7",2024-07-26,2024-08-02
3966,486,2025-04-03T05:47:29,pending,Alemania,Granada,Studio 99W Roberts Common,,
3967,176,2025-11-13T00:16:39,delivered,Francia,Scrofiano,"10, rue Joséphine Perez",2025-11-15,2025-11-16
3968,431,2025-11-18T06:22:30,delivered,Italia,Huesca,35 Geoffrey Road,2025-11-19,2025-11-21
3969,217,2025-03-25T05:44:08,cancelled,Alemania,Renaud,Wellerweg 65,,
3970,426,2025-04-03T05:35:50,delivered,España,Asnago Di Cantu',"5, rue de Allard",2025-04-04,2025-04-09
3971,273,2025-05-08T06:03:02,delivered,Alemania,Sainte Frédéric,Vial de Rosa Carmona 9 Puerta 9,2025-05-11,2025-05-15
3972,544,2026-01-23T20:12:24,confirmed,Alemania,Sankt Goar,Alameda de Hilda Narváez 8,,
3973,600,2025-11-29T21:32:33,delivered,Alemania,South Hilary,"28, rue Emmanuel Carpentier",2025-12-01,2025-12-05
3974,546,2025-10-06T21:38:12,cancelled,Portugal,Simon,Via Paola Campos 7,,
3975,221,2026-06-22T20:39:16,cancelled,España,East Henry,Raphael-Kensy-Ring 91/28,,
3976,436,2025-05-31T16:20:59,returned,Francia,Mezzolombardo,"Strada Salgari, 495 Appartamento 63",2025-06-01,2025-06-07
3977,286,2025-12-27T16:12:16,shipped,Francia,Pralungo,"Contrada Dina, 0",2025-12-29,
3978,220,2024-01-09T22:04:26,delivered,Alemania,La Rioja,"Vicolo Veltroni, 9 Appartamento 81",2024-01-12,2024-01-12
3979,303,2025-09-07T14:46:31,delivered,España,Velina,"40, rue de Cohen",2025-09-09,2025-09-14
3980,596,2024-09-15T03:18:50,delivered,España,Husum,"Contrada Argan, 80",2024-09-16,2024-09-23
3981,236,2026-03-05T01:57:30,delivered,España,León,"Strada Antonello, 9 Piano 5",2026-03-08,2026-03-13
3982,574,2024-03-18T04:07:12,delivered,Italia,Harrisview,Desiree-Graf-Gasse 66/56,2024-03-20,2024-03-24
3983,595,2025-09-30T23:39:11,delivered,España,Gorle,Ljudmila-Finke-Straße 80,2025-10-03,2025-10-08
3984,55,2025-07-27T04:55:23,cancelled,España,Enna,1 Thomas Via,,
3985,552,2024-01-17T06:32:45,shipped,Portugal,South Teresahaven,Vial de Josep Duque 95 Puerta 1,2024-01-18,
3986,247,2026-04-26T04:36:11,delivered,España,Cáceres,"61, boulevard Martinez",2026-04-27,2026-05-03
3987,557,2024-10-28T22:05:47,delivered,España,Da Costa-la-Forêt,Studio 7 Gill Underpass,2024-10-29,2024-11-01
3988,86,2026-06-18T20:06:28,delivered,Alemania,Córdoba,Studio 76 Hughes Ferry,2026-06-20,2026-06-25
3989,266,2025-07-18T03:24:20,delivered,Italia,Hammelburg,Rosenowweg 71/29,2025-07-20,2025-07-23
3990,183,2024-03-18T04:57:29,returned,Portugal,Bergzabern,Mesut-Jähn-Allee 5/7,2024-03-19,2024-03-24
3991,144,2024-09-16T07:28:29,shipped,Francia,Jacobville,"88, rue de Guillon",2024-09-17,
3992,92,2025-10-23T23:09:54,delivered,Portugal,La Coruña,"67, rue de Boucher",2025-10-26,2025-10-27
3993,74,2025-06-20T16:06:19,delivered,Alemania,Ansbach,79 Bailey Key,2025-06-22,2025-06-28
3994,83,2025-07-21T19:54:20,shipped,España,Mori Ferrovia,Acceso de Marita Barragán 97,2025-07-24,
3995,472,2024-04-25T11:43:04,shipped,Alemania,Wilsonton,"Strada Antonia, 272 Appartamento 3",2024-04-26,
3996,346,2025-05-22T10:03:36,delivered,España,Lüdenscheid,Pasaje de Fulgencio Riera 95,2025-05-23,2025-05-25
3997,28,2025-08-25T00:25:11,returned,Alemania,Barcelona,chemin Bègue,2025-08-28,2025-09-02
3998,86,2026-03-01T01:06:17,returned,Alemania,Merseburg,Glorieta Hermenegildo Cazorla 1,2026-03-03,2026-03-05
3999,600,2026-03-25T23:11:38,delivered,Alemania,Lydiabury,Cuesta de Macarena Mendizábal 8 Apt. 85,2026-03-26,2026-03-28
4000,493,2026-05-23T06:55:58,delivered,Alemania,North Martin,Textorstr. 9562,2026-05-24,2026-05-29
4001,381,2025-12-26T19:37:31,confirmed,España,Olivier,Urbanización Reyes Maestre 621 Apt. 96,,
4002,27,2026-05-02T22:58:06,cancelled,Portugal,Parchim,avenue Léon Delahaye,,
4003,362,2024-11-24T05:27:11,cancelled,España,Ferrandina,Rambla Clemente Roura 880,,
4004,118,2025-09-11T13:48:02,delivered,España,Málaga,557 Morgan View,2025-09-14,2025-09-19
4005,268,2026-02-10T10:38:11,delivered,Italia,Zaragoza,Edwin-Ring-Weg 2340,2026-02-11,2026-02-13
4006,591,2024-06-18T05:23:11,shipped,Países Bajos,Delannoy-sur-Legrand,"Rotonda Ossola, 76 Piano 3",2024-06-21,
4007,503,2024-10-16T10:27:21,delivered,Italia,HenryBourg,rue de Bertrand,2024-10-19,2024-10-19
4008,296,2025-05-05T06:23:52,cancelled,España,Clairefort,Kargestraße 49/12,,
4009,44,2025-10-17T22:38:01,confirmed,Alemania,Cádiz,Herwig-Mende-Gasse 7-5,,
4010,481,2025-12-11T13:48:54,shipped,España,Lake Alex,Schomberweg 211,2025-12-12,
4011,479,2026-05-17T15:49:35,delivered,Francia,Schwabmünchen,Flat 9 William Manor,2026-05-18,2026-05-20
4012,3,2025-02-20T01:46:43,cancelled,España,Lombard-la-Forêt,117 Keith Canyon,,
4013,252,2026-01-22T09:30:47,delivered,España,Salamanca,C. de Andrés Felipe Asensio 12,2026-01-24,2026-01-27
4014,91,2025-04-21T12:25:59,shipped,España,Kyritz,"25, rue Lévy",2025-04-23,
4015,282,2025-09-24T18:46:58,delivered,España,Gonnesa,Studio 22D Marion Falls,2025-09-27,2025-09-28
4016,577,2025-03-13T13:45:08,delivered,Alemania,Ponterosso,Flat 24 Hill Plains,2025-03-14,2025-03-17
4017,276,2025-10-14T05:26:05,shipped,Francia,Vizcaya,"85, avenue Thomas Langlois",2025-10-17,
4018,379,2024-07-08T11:42:38,delivered,Alemania,Jodieburgh,"Incrocio Gilardoni, 62",2024-07-11,2024-07-11
4019,175,2025-08-12T11:17:28,delivered,Francia,Griesbach Rottal,"Incrocio Amico, 7",2025-08-15,2025-08-18
4020,566,2026-06-24T01:31:28,delivered,Alemania,East Carly,Holstenstraße 9/5,2026-06-27,2026-06-27
4021,55,2026-04-21T17:06:13,delivered,España,Santa Lucia Di Noto,"64, chemin Schmitt",2026-04-23,2026-04-25
4022,572,2024-11-08T14:56:03,delivered,Alemania,Lleida,26 Catherine Circles,2024-11-10,2024-11-15
4023,539,2024-05-12T00:37:07,delivered,Francia,Port Rosemary,Paseo Efraín Saez 74 Apt. 23,2024-05-13,2024-05-16
4024,275,2025-03-03T02:12:37,delivered,Francia,Villaberza,Warmerweg 259,2025-03-04,2025-03-06
4025,259,2024-01-28T14:15:37,delivered,Francia,Lordtown,"13, avenue de Guilbert",2024-01-31,2024-01-31
4026,542,2025-08-29T20:14:08,delivered,Francia,Salamanca,"Incrocio Zacchia, 62",2025-09-01,2025-09-01
4027,265,2024-02-09T22:46:35,pending,España,Port Juneland,"Stretto Giulietta, 18",,
4028,182,2026-02-28T23:26:21,delivered,Francia,Loiseau,"Rotonda Amaldi, 90 Piano 1",2026-03-03,2026-03-06
4029,529,2024-12-16T09:03:58,returned,Italia,La Rioja,Studio 56 Wade Mountains,2024-12-17,2024-12-22
4030,542,2026-01-23T06:50:00,delivered,Francia,Parent,"44, rue de Schneider",2026-01-26,2026-01-26
4031,249,2025-12-13T09:45:01,returned,Alemania,Ludwigslust,Scheelstr. 15-23,2025-12-14,2025-12-21
4032,410,2026-02-03T05:09:06,cancelled,España,Kusel,455 Shepherd Alley,,
4033,175,2024-10-20T10:44:46,pending,Francia,Segovia,9 Moore Ford,,
4034,315,2025-02-17T20:48:17,confirmed,España,Almería,Birgitta-Ruppersberger-Weg 3092,,
4035,163,2025-03-14T10:50:05,cancelled,Países Bajos,East Dylanland,"89, avenue Laporte",,
4036,430,2025-09-01T08:50:13,delivered,Alemania,New Roger,"57, rue Martineau",2025-09-04,2025-09-05
4037,442,2025-11-12T19:14:08,pending,España,Madrid,Studio 49Q Skinner Shores,,
4038,318,2025-09-07T03:47:23,delivered,España,Fiano Romano,"Via Carlo, 45",2025-09-09,2025-09-10
4039,400,2025-03-15T01:29:04,delivered,Alemania,Guipúzcoa,Studio 36U McCarthy Prairie,2025-03-17,2025-03-23
4040,364,2026-01-13T05:42:15,returned,España,Longfort,Hoffmanngasse 3148,2026-01-15,2026-01-18
4041,192,2026-04-28T01:32:26,delivered,Alemania,North Jasmineview,Alfredo-Kensy-Ring 23/72,2026-04-30,2026-05-02
4042,349,2025-05-24T13:26:11,delivered,España,Osiglia,German-Kraushaar-Weg 6/1,2025-05-27,2025-06-01
4043,197,2024-01-06T10:41:53,delivered,Francia,Wesel,rue Henri Vaillant,2024-01-09,2024-01-09
4044,482,2025-11-22T03:04:49,delivered,España,Staturano,"Stretto Emma, 6",2025-11-24,2025-11-27
4045,298,2026-06-14T10:11:12,delivered,Portugal,Santa Cruz de Tenerife,Hölzenbecherring 4052,2026-06-17,2026-06-21
4046,518,2026-06-27T19:18:34,cancelled,España,Sainte PauletteBourg,"80, rue de Mahe",,
4047,232,2025-11-30T00:49:08,pending,Alemania,Augsburg,Rambla Florentina Marin 8 Puerta 9,,
4048,378,2026-05-24T03:58:02,delivered,España,Jonesside,"Contrada Torquato, 19",2026-05-25,2026-05-31
4049,532,2025-04-23T18:14:23,delivered,Italia,Eilenburg,Schulzgasse 2/5,2025-04-24,2025-04-28
4050,477,2025-11-11T04:53:16,delivered,España,Sainte Aimédan,"61, avenue de Bourdon",2025-11-14,2025-11-19
4051,39,2026-06-02T12:22:35,delivered,Italia,Mura,379 Teresa Circles,2026-06-04,2026-06-10
4052,299,2024-11-21T02:05:39,delivered,Alemania,Hardy-la-Forêt,C. de Jenny Gutiérrez 50 Piso 9,2024-11-22,2024-11-25
4053,214,2024-05-30T07:52:09,shipped,Francia,Badajoz,Etzlerstraße 8-8,2024-06-01,
4054,264,2024-12-07T19:09:31,delivered,Francia,Mallersdorf,Holtstraße 8-9,2024-12-10,2024-12-12
4055,405,2026-05-29T04:26:54,cancelled,Francia,Forst,chemin Noël Chauvin,,
4056,145,2025-05-24T08:04:42,delivered,España,Badajoz,"69, chemin Guérin",2025-05-25,2025-05-27
4057,466,2025-06-04T21:50:24,delivered,España,Sainte Dorothéedan,Magnus-Ladeck-Allee 6432,2025-06-07,2025-06-10
4058,558,2025-03-24T04:30:23,returned,Alemania,Baleares,Paseo Azeneth Franco 5,2025-03-25,2025-03-31
4059,94,2026-02-07T08:46:40,delivered,Italia,Carre',Denny-Cichorius-Allee 801,2026-02-10,2026-02-15
4060,222,2026-04-07T17:56:03,delivered,Francia,Grevesmühlen,"Canale Sibilia, 31",2026-04-08,2026-04-13
4061,232,2025-04-21T11:45:38,delivered,Alemania,Cilavegna,4 Roberts Plain,2025-04-22,2025-04-27
4062,79,2025-09-28T01:15:55,delivered,Alemania,Lesleytown,"Piazza Esposito, 848",2025-09-29,2025-10-05
4063,509,2024-02-25T18:22:56,delivered,España,Goncalves,Gülsen-Jessel-Allee 70-22,2024-02-27,2024-03-02
4064,513,2025-01-04T16:48:37,delivered,Portugal,Lippstadt,"820, rue de Masse",2025-01-06,2025-01-11
4065,9,2024-12-24T19:05:43,delivered,España,Payet,870 Howarth Garden,2024-12-25,2024-12-28
4066,31,2024-02-07T00:58:02,confirmed,Francia,Martynstad,Flat 08l Charlene Flats,,
4067,343,2025-07-19T03:53:11,delivered,Portugal,Conselve,"380, chemin de Lopes",2025-07-21,2025-07-22
4068,537,2024-06-18T04:39:25,shipped,España,León,"Via Pareto, 289",2024-06-19,
4069,342,2025-08-08T13:44:12,pending,España,Marinasco,Junkengasse 33/77,,
4070,510,2026-02-16T23:11:11,delivered,Portugal,Albacete,"Canale Ugo, 0",2026-02-18,2026-02-24
4071,123,2025-06-10T21:42:08,delivered,España,Wilkinsonchester,"724, chemin Luc Thomas",2025-06-13,2025-06-16
4072,219,2025-08-30T00:06:42,delivered,España,Cadorago,1 Katherine Plaza,2025-09-01,2025-09-04
4073,138,2025-07-20T12:35:23,delivered,Francia,Salamanca,Paseo de Olivia Gaya 42,2025-07-21,2025-07-23
4074,73,2024-01-10T21:58:47,cancelled,España,Wilkinsport,Boucseinallee 1-9,,
4075,539,2025-10-26T04:29:04,delivered,Francia,West Paigeshire,"Canale Ezio, 3 Piano 6",2025-10-29,2025-11-02
4076,553,2024-04-10T03:57:47,delivered,Países Bajos,Sainte ÉdouardVille,"Borgo Comencini, 63",2024-04-12,2024-04-14
4077,543,2025-03-08T14:27:15,delivered,Portugal,Port Elliotstad,Matthäiplatz 170,2025-03-10,2025-03-13
4078,143,2025-09-27T00:57:37,returned,Alemania,Grimma,Gerta-Karz-Weg 43-80,2025-09-29,2025-10-01
4079,221,2024-10-06T05:44:27,returned,España,Stade,Callejón de Raquel Girón 10,2024-10-09,2024-10-13
4080,76,2024-11-17T05:23:03,delivered,Portugal,Saint Adrien,"76, chemin Corinne Hamon",2024-11-18,2024-11-23
4081,346,2026-04-09T12:12:14,delivered,España,Laion,chemin de Bigot,2026-04-11,2026-04-12
4082,38,2024-08-03T09:17:22,pending,Alemania,East Brett,90 Louis Place,,
4083,134,2024-08-23T10:42:08,delivered,Alemania,Saint Denis,Cañada de Iris Segarra 31 Piso 8,2024-08-26,2024-08-30
4084,376,2025-12-14T01:33:36,shipped,España,Valencia,Vial de Lino Araujo 395 Apt. 42,2025-12-17,
4085,244,2025-12-01T12:17:15,delivered,España,Launay,Pasaje Eutropio Ballester 8 Puerta 0,2025-12-03,2025-12-07
4086,48,2025-05-14T15:51:04,delivered,Italia,León,Täschestraße 87-44,2025-05-17,2025-05-22
4087,132,2024-06-04T04:14:31,delivered,España,Bad Liebenwerda,"54, boulevard de Seguin",2024-06-06,2024-06-07
4088,198,2024-07-31T01:32:05,confirmed,España,Roncadelle,avenue de Coulon,,
4089,533,2026-06-28T02:00:59,cancelled,Francia,RoussetVille,4 Gerald Spring,,
4090,400,2025-02-07T13:09:19,confirmed,Alemania,Navarra,18 Nelson Crest,,
4091,91,2026-03-13T22:06:56,delivered,España,Tirschenreuth,Calle Maxi Gras 603,2026-03-14,2026-03-19
4092,75,2026-05-05T16:35:20,cancelled,España,Böblingen,Studio 31j Coles Burgs,,
4093,103,2024-06-11T07:44:59,delivered,Alemania,Schwandorf,"Vicolo Zichichi, 3 Appartamento 7",2024-06-12,2024-06-15
4094,365,2024-04-09T12:23:54,returned,España,Risano,"Borgo Caccianemico, 6",2024-04-10,2024-04-15
4095,188,2024-04-17T20:02:07,delivered,España,Mittweida,"Piazza Marissa, 28 Piano 8",2024-04-19,2024-04-24
4096,497,2026-04-04T17:40:20,delivered,España,Fournierdan,"586, chemin Jacqueline Andre",2026-04-06,2026-04-11
4097,216,2025-01-21T05:11:30,delivered,España,Ávila,Callejón de Guiomar Delgado 62,2025-01-24,2025-01-26
4098,119,2025-09-10T01:28:07,delivered,España,Geldern,Pasadizo Ana Belén Cerdá 58,2025-09-11,2025-09-15
4099,6,2025-10-29T20:11:23,shipped,España,North Wayne,Flat 75 Geoffrey Spur,2025-11-01,
4100,351,2025-06-15T07:03:57,confirmed,Francia,Neustadt am Rübenberge,1 Morton Cliff,,
4101,489,2026-03-10T08:38:39,delivered,Alemania,Rey-les-Bains,"85, avenue Besnard",2026-03-13,2026-03-17
4102,140,2024-01-24T19:14:45,confirmed,Alemania,Sainte AnoukVille,Kreuselweg 17/74,,
4103,218,2024-08-14T01:40:45,confirmed,España,Vervò,Dehmelstraße 7/3,,
4104,384,2025-08-08T23:29:19,delivered,Italia,San Martino Sulla Marrucina,"Viale Ferragni, 40",2025-08-11,2025-08-16
4105,105,2025-07-04T01:56:39,delivered,España,Massa San Giovanni,Calle Alma Sotelo 931,2025-07-07,2025-07-09
4106,49,2024-06-15T00:39:26,delivered,Francia,Martinview,Glorieta Viviana Español 15 Puerta 8,2024-06-18,2024-06-20
4107,67,2024-11-19T21:08:52,delivered,España,Ceuta,"Viale Tatiana, 554",2024-11-21,2024-11-24
4108,17,2026-04-19T06:37:06,delivered,España,Ebersberg,"39, chemin Susanne Navarro",2026-04-22,2026-04-25
4109,170,2025-03-09T21:13:21,delivered,Francia,Sainte ThierryVille,"567, rue Bazin",2025-03-11,2025-03-16
4110,431,2026-06-23T20:51:16,delivered,Italia,Saint Charlottenec,"Viale Nicola, 48",2026-06-26,2026-06-30
4111,304,2026-02-26T13:41:05,delivered,España,Melilla,"2, boulevard Garnier",2026-03-01,2026-03-06
4112,468,2024-09-20T21:51:23,delivered,España,East Carolborough,Lübsstraße 30,2024-09-21,2024-09-27
4113,549,2025-12-10T05:17:09,cancelled,España,Picard,Hans-Jochen-Junck-Straße 584,,
4114,594,2024-01-26T13:19:56,delivered,Alemania,Daviesside,Flat 1 Owen Square,2024-01-28,2024-02-03
4115,151,2025-02-19T09:02:12,delivered,España,North Arthurbury,182 Carl Highway,2025-02-21,2025-02-26
4116,22,2026-03-04T10:43:08,confirmed,España,Chauvin-sur-Delmas,"48, rue Pereira",,
4117,318,2025-08-25T18:13:13,delivered,España,Godard,Pauline-Mülichen-Ring 83,2025-08-28,2025-09-01
4118,180,2024-08-26T07:04:47,shipped,Portugal,PoirierBourg,Oderwaldstr. 58,2024-08-27,
4119,229,2026-05-04T06:44:02,confirmed,España,Schwäbisch Gmünd,496 Smith Passage,,
4120,441,2026-03-10T05:08:39,delivered,España,Ribnitz-Damgarten,Kuschstr. 6/4,2026-03-12,2026-03-17
4121,418,2024-12-18T01:59:39,delivered,Francia,Burg,Rambla de Carlota Santamaría 397 Apt. 57,2024-12-21,2024-12-26
4122,485,2026-06-01T20:18:46,delivered,Alemania,Dachau,Studio 31 Jeffrey Mountains,2026-06-02,2026-06-07
4123,469,2024-10-21T04:17:09,delivered,España,Maxport,"Canale Ammaniti, 60 Piano 4",2024-10-23,2024-10-24
4124,179,2026-04-21T16:05:32,delivered,España,Besnard-les-Bains,Studio 7 Lynne Branch,2026-04-24,2026-04-25
4125,234,2024-07-10T20:26:57,delivered,España,Faure,"706, avenue Faivre",2024-07-13,2024-07-17
4126,371,2024-10-08T11:51:40,delivered,Francia,Ribeiro-sur-Richard,"Borgo Schiavo, 72",2024-10-11,2024-10-12
4127,575,2026-02-17T05:02:36,delivered,Portugal,Fürstenwalde,chemin Thibaut Deschamps,2026-02-18,2026-02-22
4128,353,2026-01-27T00:06:42,confirmed,España,Pontevedra,Alameda de Alejo Morcillo 548 Apt. 49,,
4129,121,2025-07-31T14:50:08,confirmed,Portugal,New Francis,Inga-Eimer-Platz 8511,,
4130,445,2024-05-05T20:37:01,delivered,España,Erfurt,"18, boulevard Philippe Michaud",2024-05-07,2024-05-08
4131,416,2025-01-18T05:21:39,delivered,España,Álava,Steckelweg 67,2025-01-21,2025-01-23
4132,445,2025-04-18T05:20:16,delivered,España,Filorsi,Ronda Úrsula Bastida 9 Puerta 4,2025-04-21,2025-04-23
4133,392,2025-08-03T20:02:50,delivered,España,Finsterwalde,Camino de Régulo Calleja 66 Apt. 88,2025-08-06,2025-08-09
4134,75,2025-06-12T14:48:56,returned,España,Brolo,Gudestraße 28-78,2025-06-13,2025-06-15
4135,437,2026-06-18T17:32:47,delivered,Alemania,BousquetVille,"Strada Campano, 84 Appartamento 81",2026-06-19,2026-06-26
4136,195,2026-01-27T05:18:19,delivered,Italia,Sassoferrato,Hörlestraße 10-96,2026-01-30,2026-02-01
4137,124,2026-02-19T12:15:51,delivered,Francia,Querfurt,"Stretto Palombi, 4",2026-02-21,2026-02-23
